,ottomaass-230-4__mcgill-standard__otto-mass-119-230,occupancy
2013-10-26 00:30:00-05:00,200.0,False
2013-10-26 01:00:00-05:00,200.0,False
2013-10-26 01:30:00-05:00,200.0,False
2013-10-26 02:00:00-05:00,200.0,False
2013-10-26 02:30:00-05:00,200.0,False
2013-10-26 03:00:00-05:00,200.0,False
2013-10-26 03:30:00-05:00,200.0,False
2013-10-26 04:00:00-05:00,200.0,False
2013-10-26 04:30:00-05:00,200.0,False
2013-10-26 05:00:00-05:00,200.0,False
2013-10-26 05:30:00-05:00,200.0,False
2013-10-26 06:00:00-05:00,200.0,False
2013-10-26 06:30:00-05:00,200.0,False
2013-10-26 07:00:00-05:00,200.0,False
2013-10-26 07:30:00-05:00,200.0,False
2013-10-26 08:00:00-05:00,200.0,False
2013-10-26 08:30:00-05:00,272.22222222222223,True
2013-10-26 09:00:00-05:00,200.0,False
2013-10-26 09:30:00-05:00,200.0,False
2013-10-26 10:00:00-05:00,200.0,False
2013-10-26 10:30:00-05:00,272.22222222222223,True
2013-10-26 11:00:00-05:00,200.0,False
2013-10-26 11:30:00-05:00,200.0,False
2013-10-26 12:00:00-05:00,272.22222222222223,True
2013-10-26 12:30:00-05:00,200.0,False
2013-10-26 13:00:00-05:00,272.22222222222223,True
2013-10-26 13:30:00-05:00,200.0,False
2013-10-26 14:00:00-05:00,200.0,False
2013-10-26 14:30:00-05:00,272.22222222222223,True
2013-10-26 15:00:00-05:00,200.0,False
2013-10-26 15:30:00-05:00,272.22222222222223,True
2013-10-26 16:00:00-05:00,200.0,False
2013-10-26 16:30:00-05:00,200.0,False
2013-10-26 17:00:00-05:00,200.0,False
2013-10-26 17:30:00-05:00,200.0,False
2013-10-26 18:00:00-05:00,200.0,False
2013-10-26 18:30:00-05:00,200.0,False
2013-10-26 19:00:00-05:00,272.22222222222223,True
2013-10-26 19:30:00-05:00,200.0,False
2013-10-26 20:00:00-05:00,200.0,False
2013-10-26 20:30:00-05:00,200.0,False
2013-10-26 21:00:00-05:00,200.0,False
2013-10-26 21:30:00-05:00,200.0,False
2013-10-26 22:00:00-05:00,200.0,False
2013-10-26 22:30:00-05:00,272.22222222222223,True
2013-10-26 23:00:00-05:00,272.22222222222223,True
2013-10-26 23:30:00-05:00,272.22222222222223,True
2013-10-27 00:00:00-05:00,200.0,False
2013-10-27 00:30:00-05:00,200.0,False
2013-10-27 01:00:00-05:00,200.0,False
2013-10-27 01:30:00-05:00,200.0,False
2013-10-27 02:00:00-05:00,200.0,False
2013-10-27 02:30:00-05:00,200.0,False
2013-10-27 03:00:00-05:00,200.0,False
2013-10-27 03:30:00-05:00,200.0,False
2013-10-27 04:00:00-05:00,200.0,False
2013-10-27 04:30:00-05:00,200.0,False
2013-10-27 05:00:00-05:00,200.0,False
2013-10-27 05:30:00-05:00,200.0,False
2013-10-27 06:00:00-05:00,200.0,False
2013-10-27 06:30:00-05:00,200.0,False
2013-10-27 07:00:00-05:00,200.0,False
2013-10-27 07:30:00-05:00,200.0,False
2013-10-27 08:00:00-05:00,272.22222222222223,True
2013-10-27 08:30:00-05:00,200.0,False
2013-10-27 09:00:00-05:00,272.22222222222223,True
2013-10-27 09:30:00-05:00,272.22222222222223,True
2013-10-27 10:00:00-05:00,200.0,False
2013-10-27 10:30:00-05:00,200.0,False
2013-10-27 11:00:00-05:00,200.0,False
2013-10-27 11:30:00-05:00,273.3402777777777,True
2013-10-27 12:00:00-05:00,200.0,False
2013-10-27 12:30:00-05:00,272.4085648148148,True
2013-10-27 13:00:00-05:00,200.0,False
2013-10-27 13:30:00-05:00,272.5949074074074,True
2013-10-27 14:00:00-05:00,200.0,False
2013-10-27 14:30:00-05:00,200.0,False
2013-10-27 15:00:00-05:00,200.0,False
2013-10-27 15:30:00-05:00,273.15393518518516,True
2013-10-27 16:00:00-05:00,272.22222222222223,True
2013-10-27 16:30:00-05:00,200.0,False
2013-10-27 17:00:00-05:00,272.22222222222223,True
2013-10-27 17:30:00-05:00,272.33564814814815,True
2013-10-27 18:00:00-05:00,200.0,False
2013-10-27 18:30:00-05:00,272.22222222222223,True
2013-10-27 19:00:00-05:00,200.0,False
2013-10-27 19:30:00-05:00,200.0,False
2013-10-27 20:00:00-05:00,272.22222222222223,True
2013-10-27 20:30:00-05:00,200.0,False
2013-10-27 21:00:00-05:00,272.22222222222223,True
2013-10-27 21:30:00-05:00,200.0,False
2013-10-27 22:00:00-05:00,272.22222222222223,True
2013-10-27 22:30:00-05:00,272.22222222222223,True
2013-10-27 23:00:00-05:00,200.0,False
2013-10-27 23:30:00-05:00,272.61110138888887,True
2013-10-28 00:00:00-05:00,200.0,False
2013-10-28 00:30:00-05:00,200.0,False
2013-10-28 01:00:00-05:00,200.0,False
2013-10-28 01:30:00-05:00,200.0,False
2013-10-28 02:00:00-05:00,200.0,False
2013-10-28 02:30:00-05:00,200.0,False
2013-10-28 03:00:00-05:00,200.0,False
2013-10-28 03:30:00-05:00,200.0,False
2013-10-28 04:00:00-05:00,200.0,False
2013-10-28 04:30:00-05:00,200.0,False
2013-10-28 05:00:00-05:00,200.0,False
2013-10-28 05:30:00-05:00,200.0,False
2013-10-28 06:00:00-05:00,200.0,False
2013-10-28 06:30:00-05:00,200.0,False
2013-10-28 07:00:00-05:00,200.0,False
2013-10-28 07:30:00-05:00,200.0,False
2013-10-28 08:00:00-05:00,200.0,False
2013-10-28 08:30:00-05:00,271.7847222222222,True
2013-10-28 09:00:00-05:00,200.0,False
2013-10-28 09:30:00-05:00,200.0,False
2013-10-28 10:00:00-05:00,272.22222222222223,True
2013-10-28 10:30:00-05:00,272.22222222222223,True
2013-10-28 11:00:00-05:00,200.0,False
2013-10-28 11:30:00-05:00,273.15393518518516,True
2013-10-28 12:00:00-05:00,272.22222222222223,True
2013-10-28 12:30:00-05:00,200.0,False
2013-10-28 13:00:00-05:00,200.0,False
2013-10-28 13:30:00-05:00,273.3402777777777,True
2013-10-28 14:00:00-05:00,200.0,False
2013-10-28 14:30:00-05:00,200.0,False
2013-10-28 15:00:00-05:00,221.52082166666665,False
2013-10-28 15:30:00-05:00,221.52082166666665,False
2013-10-28 16:00:00-05:00,221.52082166666665,False
2013-10-28 16:30:00-05:00,221.52082166666665,False
2013-10-28 17:00:00-05:00,221.02499805555556,False
2013-10-28 17:30:00-05:00,221.1124941666667,False
2013-10-28 18:00:00-05:00,368.5208236111111,True
2013-10-28 18:30:00-05:00,221.2486033333333,False
2013-10-28 19:00:00-05:00,221.1173591666667,False
2013-10-28 19:30:00-05:00,220.93750194444453,False
2013-10-28 20:00:00-05:00,368.37499675925926,True
2013-10-28 20:30:00-05:00,368.5208236111111,True
2013-10-28 21:00:00-05:00,221.1124941666667,False
2013-10-28 21:30:00-05:00,368.5208236111111,True
2013-10-28 22:00:00-05:00,221.02499805555556,False
2013-10-28 22:30:00-05:00,220.98125000000002,False
2013-10-28 23:00:00-05:00,221.1124941666667,False
2013-10-28 23:30:00-05:00,368.5208236111111,True
2013-10-29 00:00:00-05:00,221.1124941666667,False
2013-10-29 00:30:00-05:00,221.02499805555556,False
2013-10-29 01:00:00-05:00,221.1124941666667,False
2013-10-29 01:30:00-05:00,221.1124941666667,False
2013-10-29 02:00:00-05:00,221.1124941666667,False
2013-10-29 02:30:00-05:00,221.1124941666667,False
2013-10-29 03:00:00-05:00,221.1124941666667,False
2013-10-29 03:30:00-05:00,221.06874611111115,False
2013-10-29 04:00:00-05:00,221.1124941666667,False
2013-10-29 04:30:00-05:00,221.1124941666667,False
2013-10-29 05:00:00-05:00,221.1124941666667,False
2013-10-29 05:30:00-05:00,221.02499805555556,False
2013-10-29 06:00:00-05:00,221.1124941666667,False
2013-10-29 06:30:00-05:00,220.98125000000002,False
2013-10-29 07:00:00-05:00,221.1124941666667,False
2013-10-29 07:30:00-05:00,220.85000583333337,False
2013-10-29 08:00:00-05:00,220.85000583333337,False
2013-10-29 08:30:00-05:00,220.85000583333337,False
2013-10-29 09:00:00-05:00,368.0833430555556,True
2013-10-29 09:30:00-05:00,368.0833430555556,True
2013-10-29 10:00:00-05:00,220.85000583333337,False
2013-10-29 10:30:00-05:00,220.85000583333337,False
2013-10-29 11:00:00-05:00,368.0833430555556,True
2013-10-29 11:30:00-05:00,220.85000583333337,False
2013-10-29 12:00:00-05:00,220.85000583333337,False
2013-10-29 12:30:00-05:00,263.6990708333334,True
2013-10-29 13:00:00-05:00,211.79861111111111,True
2013-10-29 13:30:00-05:00,211.79861111111111,True
2013-10-29 14:00:00-05:00,200.0,False
2013-10-29 14:30:00-05:00,200.0,False
2013-10-29 15:00:00-05:00,200.0,False
2013-10-29 15:30:00-05:00,200.0,False
2013-10-29 16:00:00-05:00,200.0,False
2013-10-29 16:30:00-05:00,200.0,False
2013-10-29 17:00:00-05:00,200.0,False
2013-10-29 17:30:00-05:00,200.0,False
2013-10-29 18:00:00-05:00,200.0,False
2013-10-29 18:30:00-05:00,200.0,False
2013-10-29 19:00:00-05:00,200.0,False
2013-10-29 19:30:00-05:00,200.0,False
2013-10-29 20:00:00-05:00,200.0,False
2013-10-29 20:30:00-05:00,200.0,False
2013-10-29 21:00:00-05:00,200.0,False
2013-10-29 21:30:00-05:00,200.0,False
2013-10-29 22:00:00-05:00,200.0,False
2013-10-29 22:30:00-05:00,200.0,False
2013-10-29 23:00:00-05:00,200.0,False
2013-10-29 23:30:00-05:00,200.0,False
2013-10-30 00:00:00-05:00,200.0,False
2013-10-30 00:30:00-05:00,200.0,False
2013-10-30 01:00:00-05:00,200.0,False
2013-10-30 01:30:00-05:00,200.0,False
2013-10-30 02:00:00-05:00,200.0,False
2013-10-30 02:30:00-05:00,200.0,False
2013-10-30 03:00:00-05:00,200.0,False
2013-10-30 03:30:00-05:00,200.0,False
2013-10-30 04:00:00-05:00,200.0,False
2013-10-30 04:30:00-05:00,200.0,False
2013-10-30 05:00:00-05:00,200.0,False
2013-10-30 05:30:00-05:00,200.0,False
2013-10-30 06:00:00-05:00,200.0,False
2013-10-30 06:30:00-05:00,200.0,False
2013-10-30 07:00:00-05:00,200.0,False
2013-10-30 07:30:00-05:00,200.0,False
2013-10-30 08:00:00-05:00,210.68055555555554,True
2013-10-30 08:30:00-05:00,210.68055555555554,True
2013-10-30 09:00:00-05:00,210.68055555555554,True
2013-10-30 09:30:00-05:00,210.68055555555554,True
2013-10-30 10:00:00-05:00,200.0,False
2013-10-30 10:30:00-05:00,200.0,False
2013-10-30 11:00:00-05:00,210.63194282407414,True
2013-10-30 11:30:00-05:00,210.3888791666667,True
2013-10-30 12:00:00-05:00,210.3888791666667,True
2013-10-30 12:30:00-05:00,200.0,False
2013-10-30 13:00:00-05:00,210.68055555555554,True
2013-10-30 13:30:00-05:00,200.0,False
2013-10-30 14:00:00-05:00,200.0,False
2013-10-30 14:30:00-05:00,200.0,False
2013-10-30 15:00:00-05:00,200.0,False
2013-10-30 15:30:00-05:00,210.68055555555554,True
2013-10-30 16:00:00-05:00,200.0,False
2013-10-30 16:30:00-05:00,200.0,False
2013-10-30 17:00:00-05:00,200.0,False
2013-10-30 17:30:00-05:00,200.0,False
2013-10-30 18:00:00-05:00,210.3888791666667,True
2013-10-30 18:30:00-05:00,200.0,False
2013-10-30 19:00:00-05:00,200.0,False
2013-10-30 19:30:00-05:00,200.0,False
2013-10-30 20:00:00-05:00,200.0,False
2013-10-30 20:30:00-05:00,210.68055555555554,True
2013-10-30 21:00:00-05:00,200.0,False
2013-10-30 21:30:00-05:00,200.0,False
2013-10-30 22:00:00-05:00,200.0,False
2013-10-30 22:30:00-05:00,200.0,False
2013-10-30 23:00:00-05:00,210.68055555555554,True
2013-10-30 23:30:00-05:00,200.0,False
2013-10-31 00:00:00-05:00,200.0,False
2013-10-31 00:30:00-05:00,200.0,False
2013-10-31 01:00:00-05:00,200.0,False
2013-10-31 01:30:00-05:00,200.0,False
2013-10-31 02:00:00-05:00,200.0,False
2013-10-31 02:30:00-05:00,200.0,False
2013-10-31 03:00:00-05:00,200.0,False
2013-10-31 03:30:00-05:00,200.0,False
2013-10-31 04:00:00-05:00,200.0,False
2013-10-31 04:30:00-05:00,200.0,False
2013-10-31 05:00:00-05:00,200.0,False
2013-10-31 05:30:00-05:00,200.0,False
2013-10-31 06:00:00-05:00,200.0,False
2013-10-31 06:30:00-05:00,200.0,False
2013-10-31 07:00:00-05:00,200.0,False
2013-10-31 07:30:00-05:00,200.0,False
2013-10-31 08:00:00-05:00,200.0,False
2013-10-31 08:30:00-05:00,210.68055555555554,True
2013-10-31 09:00:00-05:00,200.0,False
2013-10-31 09:30:00-05:00,200.0,False
2013-10-31 10:00:00-05:00,338.30092754629635,True
2013-10-31 10:30:00-05:00,283.61666083333336,False
2013-10-31 11:00:00-05:00,472.6944347222222,True
2013-10-31 11:30:00-05:00,424.3587881944445,True
2013-10-31 12:00:00-05:00,404.12035416666663,True
2013-10-31 12:30:00-05:00,245.16527388888892,False
2013-10-31 13:00:00-05:00,307.80555555555554,True
2013-10-31 13:30:00-05:00,307.80555555555554,True
2013-10-31 14:00:00-05:00,200.0,False
2013-10-31 14:30:00-05:00,227.8888879166667,False
2013-10-31 15:00:00-05:00,428.06943472222224,True
2013-10-31 15:30:00-05:00,428.06943472222224,True
2013-10-31 16:00:00-05:00,200.0,False
2013-10-31 16:30:00-05:00,200.0,False
2013-10-31 17:00:00-05:00,200.0,False
2013-10-31 17:30:00-05:00,234.74304583333333,True
2013-10-31 18:00:00-05:00,234.74304583333333,True
2013-10-31 18:30:00-05:00,200.0,False
2013-10-31 19:00:00-05:00,200.0,False
2013-10-31 19:30:00-05:00,200.0,False
2013-10-31 20:00:00-05:00,200.0,False
2013-10-31 20:30:00-05:00,200.0,False
2013-10-31 21:00:00-05:00,200.0,False
2013-10-31 21:30:00-05:00,200.0,False
2013-10-31 22:00:00-05:00,200.0,False
2013-10-31 22:30:00-05:00,234.74304583333333,True
2013-10-31 23:00:00-05:00,200.0,False
2013-10-31 23:30:00-05:00,200.0,False
2013-11-01 00:00:00-05:00,200.0,False
2013-11-01 00:30:00-05:00,200.0,False
2013-11-01 01:00:00-05:00,200.0,False
2013-11-01 01:30:00-05:00,200.0,False
2013-11-01 02:00:00-05:00,200.0,False
2013-11-01 02:30:00-05:00,200.0,False
2013-11-01 03:00:00-05:00,200.0,False
2013-11-01 03:30:00-05:00,200.0,False
2013-11-01 04:00:00-05:00,200.0,False
2013-11-01 04:30:00-05:00,200.0,False
2013-11-01 05:00:00-05:00,200.0,False
2013-11-01 05:30:00-05:00,200.0,False
2013-11-01 06:00:00-05:00,200.0,False
2013-11-01 06:30:00-05:00,200.0,False
2013-11-01 07:00:00-05:00,200.0,False
2013-11-01 07:30:00-05:00,200.0,False
2013-11-01 08:00:00-05:00,200.0,False
2013-11-01 08:30:00-05:00,234.74304583333333,True
2013-11-01 09:00:00-05:00,200.0,False
2013-11-01 09:30:00-05:00,234.74304583333333,True
2013-11-01 10:00:00-05:00,200.0,False
2013-11-01 10:30:00-05:00,266.98193666666657,False
2013-11-01 11:00:00-05:00,259.3499941666666,False
2013-11-01 11:30:00-05:00,259.3499941666666,False
2013-11-01 12:00:00-05:00,248.28610430555557,False
2013-11-01 12:30:00-05:00,321.61109166666665,True
2013-11-01 13:00:00-05:00,200.0,False
2013-11-01 13:30:00-05:00,200.0,False
2013-11-01 14:00:00-05:00,232.10833138888887,False
2013-11-01 14:30:00-05:00,430.3055361111111,True
2013-11-01 15:00:00-05:00,258.18332166666664,False
2013-11-01 15:30:00-05:00,209.66943763888892,False
2013-11-01 16:00:00-05:00,333.27776805555555,True
2013-11-01 16:30:00-05:00,200.0,False
2013-11-01 17:00:00-05:00,200.0,False
2013-11-01 17:30:00-05:00,226.04166666666666,True
2013-11-01 18:00:00-05:00,200.0,False
2013-11-01 18:30:00-05:00,225.79860300925927,True
2013-11-01 19:00:00-05:00,225.74999027777775,True
2013-11-01 19:30:00-05:00,200.0,False
2013-11-01 20:00:00-05:00,200.0,False
2013-11-01 20:30:00-05:00,225.9930539351852,True
2013-11-01 21:00:00-05:00,225.84721574074078,True
2013-11-01 21:30:00-05:00,225.74999027777775,True
2013-11-01 22:00:00-05:00,225.74999027777775,True
2013-11-01 22:30:00-05:00,200.0,False
2013-11-01 23:00:00-05:00,200.0,False
2013-11-01 23:30:00-05:00,200.0,False
2013-11-02 00:00:00-05:00,200.0,False
2013-11-02 00:30:00-05:00,200.0,False
2013-11-02 01:00:00-05:00,200.0,False
2013-11-02 01:30:00-05:00,200.0,False
2013-11-02 02:00:00-05:00,200.0,False
2013-11-02 02:30:00-05:00,200.0,False
2013-11-02 03:00:00-05:00,200.0,False
2013-11-02 03:30:00-05:00,200.0,False
2013-11-02 04:00:00-05:00,200.0,False
2013-11-02 04:30:00-05:00,200.0,False
2013-11-02 05:00:00-05:00,200.0,False
2013-11-02 05:30:00-05:00,200.0,False
2013-11-02 06:00:00-05:00,200.0,False
2013-11-02 06:30:00-05:00,200.0,False
2013-11-02 07:00:00-05:00,200.0,False
2013-11-02 07:30:00-05:00,200.0,False
2013-11-02 08:00:00-05:00,200.0,False
2013-11-02 08:30:00-05:00,226.04166666666666,True
2013-11-02 09:00:00-05:00,200.0,False
2013-11-02 09:30:00-05:00,225.8958284722222,True
2013-11-02 10:00:00-05:00,200.0,False
2013-11-02 10:30:00-05:00,200.0,False
2013-11-02 11:00:00-05:00,200.0,False
2013-11-02 11:30:00-05:00,200.0,False
2013-11-02 12:00:00-05:00,200.0,False
2013-11-02 12:30:00-05:00,200.0,False
2013-11-02 13:00:00-05:00,200.0,False
2013-11-02 13:30:00-05:00,200.0,False
2013-11-02 14:00:00-05:00,225.74999027777775,True
2013-11-02 14:30:00-05:00,225.74999027777775,True
2013-11-02 15:00:00-05:00,226.3090180555555,True
2013-11-02 15:30:00-05:00,227.354163425926,True
2013-11-02 16:00:00-05:00,200.0,False
2013-11-02 16:30:00-05:00,200.0,False
2013-11-02 17:00:00-05:00,227.59722222222223,True
2013-11-02 17:30:00-05:00,200.0,False
2013-11-02 18:00:00-05:00,227.59722222222223,True
2013-11-02 18:30:00-05:00,200.0,False
2013-11-02 19:00:00-05:00,200.0,False
2013-11-02 19:30:00-05:00,226.43054583333333,True
2013-11-02 20:00:00-05:00,227.07869722222225,True
2013-11-02 20:30:00-05:00,200.0,False
2013-11-02 21:00:00-05:00,200.0,False
2013-11-02 21:30:00-05:00,200.0,False
2013-11-02 22:00:00-05:00,200.0,False
2013-11-02 22:30:00-05:00,200.0,False
2013-11-02 23:00:00-05:00,227.59722222222223,True
2013-11-02 23:30:00-05:00,200.0,False
2013-11-03 00:00:00-05:00,200.0,False
2013-11-03 00:30:00-05:00,200.0,False
2013-11-03 01:00:00-05:00,200.0,False
2013-11-03 01:30:00-05:00,200.0,False
2013-11-03 02:00:00-05:00,200.0,False
2013-11-03 02:30:00-05:00,200.0,False
2013-11-03 03:00:00-05:00,200.0,False
2013-11-03 03:30:00-05:00,200.0,False
2013-11-03 04:00:00-05:00,200.0,False
2013-11-03 04:30:00-05:00,200.0,False
2013-11-03 05:00:00-05:00,200.0,False
2013-11-03 05:30:00-05:00,200.0,False
2013-11-03 06:00:00-05:00,200.0,False
2013-11-03 06:30:00-05:00,200.0,False
2013-11-03 07:00:00-05:00,200.0,False
2013-11-03 07:30:00-05:00,200.0,False
2013-11-03 08:00:00-05:00,200.0,False
2013-11-03 08:30:00-05:00,200.0,False
2013-11-03 09:00:00-05:00,227.59722222222223,True
2013-11-03 09:30:00-05:00,200.0,False
2013-11-03 10:00:00-05:00,200.0,False
2013-11-03 10:30:00-05:00,200.0,False
2013-11-03 11:00:00-05:00,200.0,False
2013-11-03 11:30:00-05:00,227.59722222222223,True
2013-11-03 12:00:00-05:00,200.0,False
2013-11-03 12:30:00-05:00,227.59722222222223,True
2013-11-03 13:00:00-05:00,200.0,False
2013-11-03 13:30:00-05:00,200.0,False
2013-11-03 14:00:00-05:00,200.0,False
2013-11-03 14:30:00-05:00,200.0,False
2013-11-03 15:00:00-05:00,200.0,False
2013-11-03 15:30:00-05:00,227.59722222222223,True
2013-11-03 16:00:00-05:00,227.7268486111111,True
2013-11-03 16:30:00-05:00,200.0,False
2013-11-03 17:00:00-05:00,200.0,False
2013-11-03 17:30:00-05:00,227.59722222222223,True
2013-11-03 18:00:00-05:00,227.08680069444446,True
2013-11-03 18:30:00-05:00,226.43054583333333,True
2013-11-03 19:00:00-05:00,200.0,False
2013-11-03 19:30:00-05:00,226.43054583333333,True
2013-11-03 20:00:00-05:00,200.0,False
2013-11-03 20:30:00-05:00,200.0,False
2013-11-03 21:00:00-05:00,226.86804583333333,True
2013-11-03 21:30:00-05:00,226.86804583333333,True
2013-11-03 22:00:00-05:00,226.64929583333333,True
2013-11-03 22:30:00-05:00,226.43054583333333,True
2013-11-03 23:00:00-05:00,200.0,False
2013-11-03 23:30:00-05:00,200.0,False
2013-11-04 00:00:00-05:00,200.0,False
2013-11-04 00:30:00-05:00,200.0,False
2013-11-04 01:00:00-05:00,200.0,False
2013-11-04 01:30:00-05:00,200.0,False
2013-11-04 02:00:00-05:00,200.0,False
2013-11-04 02:30:00-05:00,200.0,False
2013-11-04 03:00:00-05:00,200.0,False
2013-11-04 03:30:00-05:00,200.0,False
2013-11-04 04:00:00-05:00,200.0,False
2013-11-04 04:30:00-05:00,200.0,False
2013-11-04 05:00:00-05:00,200.0,False
2013-11-04 05:30:00-05:00,200.0,False
2013-11-04 06:00:00-05:00,200.0,False
2013-11-04 06:30:00-05:00,200.0,False
2013-11-04 07:00:00-05:00,200.0,False
2013-11-04 07:30:00-05:00,200.0,False
2013-11-04 08:00:00-05:00,200.0,False
2013-11-04 08:30:00-05:00,226.43054583333333,True
2013-11-04 09:00:00-05:00,200.0,False
2013-11-04 09:30:00-05:00,293.9027777777778,True
2013-11-04 10:00:00-05:00,200.0,False
2013-11-04 10:30:00-05:00,349.3680361111111,True
2013-11-04 11:00:00-05:00,226.59581875,False
2013-11-04 11:30:00-05:00,406.3159592592592,True
2013-11-04 12:00:00-05:00,243.6145677777778,False
2013-11-04 12:30:00-05:00,235.89512527777774,False
2013-11-04 13:00:00-05:00,203.21389472222222,False
2013-11-04 13:30:00-05:00,343.43750972222216,True
2013-11-04 14:00:00-05:00,206.1208372222222,False
2013-11-04 14:30:00-05:00,206.23749999999998,False
2013-11-04 15:00:00-05:00,343.48611921296293,True
2013-11-04 15:30:00-05:00,206.06250583333332,False
2013-11-04 16:00:00-05:00,206.06250583333332,False
2013-11-04 16:30:00-05:00,343.43750972222216,True
2013-11-04 17:00:00-05:00,206.06250583333332,False
2013-11-04 17:30:00-05:00,206.06250583333332,False
2013-11-04 18:00:00-05:00,206.06250583333332,False
2013-11-04 18:30:00-05:00,206.06250583333332,False
2013-11-04 19:00:00-05:00,206.06250583333332,False
2013-11-04 19:30:00-05:00,206.06250583333332,False
2013-11-04 20:00:00-05:00,206.06250583333332,False
2013-11-04 20:30:00-05:00,343.43750972222216,True
2013-11-04 21:00:00-05:00,206.06250583333332,False
2013-11-04 21:30:00-05:00,206.06250583333332,False
2013-11-04 22:00:00-05:00,204.75000291666666,False
2013-11-04 22:30:00-05:00,200.0,False
2013-11-04 23:00:00-05:00,330.31248055555557,True
2013-11-04 23:30:00-05:00,200.0,False
2013-11-05 00:00:00-05:00,200.0,False
2013-11-05 00:30:00-05:00,200.0,False
2013-11-05 01:00:00-05:00,200.0,False
2013-11-05 01:30:00-05:00,200.0,False
2013-11-05 02:00:00-05:00,200.0,False
2013-11-05 02:30:00-05:00,200.0,False
2013-11-05 03:00:00-05:00,200.0,False
2013-11-05 03:30:00-05:00,200.0,False
2013-11-05 04:00:00-05:00,200.0,False
2013-11-05 04:30:00-05:00,200.0,False
2013-11-05 05:00:00-05:00,200.0,False
2013-11-05 05:30:00-05:00,200.0,False
2013-11-05 06:00:00-05:00,200.0,False
2013-11-05 06:30:00-05:00,200.0,False
2013-11-05 07:00:00-05:00,200.0,False
2013-11-05 07:30:00-05:00,200.0,False
2013-11-05 08:00:00-05:00,330.31248055555557,True
2013-11-05 08:30:00-05:00,200.0,False
2013-11-05 09:00:00-05:00,200.0,False
2013-11-05 09:30:00-05:00,330.31248055555557,True
2013-11-05 10:00:00-05:00,200.0,False
2013-11-05 10:30:00-05:00,200.0,False
2013-11-05 11:00:00-05:00,330.31248055555557,True
2013-11-05 11:30:00-05:00,200.0,False
2013-11-05 12:00:00-05:00,200.0,False
2013-11-05 12:30:00-05:00,200.0,False
2013-11-05 13:00:00-05:00,200.0,False
2013-11-05 13:30:00-05:00,200.0,False
2013-11-05 14:00:00-05:00,200.0,False
2013-11-05 14:30:00-05:00,230.95137916666667,True
2013-11-05 15:00:00-05:00,200.0,False
