hood_id,bac,mcgill_tag,building_name,building_num,room,hood_num,pi,workshop,prompt_type,mac_address,gateway_id,tl_flow,tl_open,total_hoods_lab,department,install_time,other_contact,user_type,flag_data,description_notes,installation_notes
mcintyre-1303-1,22351,155_HOTTE_ROOM1303,McIntyre,155,1303,1,Dr. Hebert,NoWorkshop,Control,,,,,,,,Phan Trieu,,,,
mcintyre-1008-1,22352,155_HOTTE_ROOM1008,McIntyre,155,1008,1,Dr. Lukacs,NoWorkshop,Control,,,,,1,Physiology,,?,Light,, (Was room 1006),
mcintyre-1126-1,22353,155_HOTTE_ROOM1126,McIntyre,155,1126,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1129-1,22354,155_HOTTE_ROOM1129,McIntyre,155,1129,1,Dr. Cooper,NoWorkshop,Control,,,,,1,Physiology,,?,Light,,,
mcintyre-1114-1,22355,155_HOTTE_ROOM1114,McIntyre,155,1114,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1205-1,22356,155_HOTTE_ROOM1205,McIntyre,155,1205,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1254-1,22357,155_HOTTE_ROOM1254,McIntyre,155,1254,1,,NoWorkshop,Control,,,,,,,,,,,,Sarah was solo operator and hood very rarely used- lab is not being used. however in next month there may be new projects + operators. there were stickers all over the place where we usally wanted them- had to place the strip more 'in' from the left side
mcintyre-1207-1,22358,155_HOTTE_ROOM1207,McIntyre,155,1207,1,Dr. Cervero,Commitment,GradShock,,,,,1,Anesthesia,2013-10-28T14:30:00-04:00,Sarah Martinez,Light,,,"8/10 operators present, very responsive to commitment. Some had seen the LED screens in other labs"
mcintyre-1212-1,22359,155_HOTTE_ROOM1212,McIntyre,155,1212,1,Dr. Cuello,Commitment,GradShock,,,,,1,Pharmacology & Therapeutics,2013-11-05T13:30:00-05:00,Adriana Ducatenzeiler,Light,,,
mcintyre-706-1,22360,155_HOTTE_ROOM706,McIntyre,155,706,1,,NoWorkshop,Control,,,,,,,,,,,,"Trang + 3 operators present out of 12 total. Were receptive to competition but its a problem that not all colleagues were there. emphasized that it is teamwork based competition, left extra forms for others. Some hoods are shared with Dr. Hales in 110- they have same grad shock + incentive workshop so it's ok"
mcintyre-108-1,22361,155_HOTTE_ROOM108,McIntyre,155,108,1,Dr. Robaire,Incentive,GradShock,,,,,1,Pharmacology,2013-10-31T10:00:00-04:00,Trang Luu,Light,,"Used every 2-3/week for 1-2 hrs, once a month used for longer 5-6hrs",
mcintyre-133-1,22362,155_HOTTE_ROOM133,McIntyre,155,133,1,,NoWorkshop,Control,,,,,,,,Viviane Page,,,,"Switched it with 1320. Lab group was,  responsive 3 hood operators present, liekly 2-3 more who weren't present. "
mcintyre-1315-1,22363,155_HOTTE_ROOM1315,McIntyre,155,1315,1,Dr. Bernard,Commitment,GradSocial,00:13:a2:00:40:a8:2a:c3!,00000000-00000000-00409DFF-FF457D17,,,1,Pharmacology,2013-10-28T14:30:00-04:00,Ying,Light,,"    Used for experiments but not very frequently, 1-2hrs at a time, 2-3 times/week",see 1309-1 shared room
mcintyre-1311-1,22364,155_HOTTE_ROOM1311,McIntyre,155,1311,1,Dr. Szyf,Incentive,GradSocial,00:13:a2:00:40:a8:2a:e5!,00000000-00000000-00409DFF-FF457D17,,,1,Pharmacology,2013-10-28T10:30:00-04:00,Tina Scardochio,Heavy,,"Used very frequently- at any given time, it is in use by someone in the lab","note: switch electronics with 1315. Tina was basically sole operator, a couple undergrads next semester. very cooperative + understanding. she gets it. PI didn't join because he was busy and she didn't want to bother him, even though he was in his room"
mcintyre-1320-1,22365,155_HOTTE_ROOM1320,McIntyre,155,1320,1,Dr. Clarke,Commitment,GradSocial,00:13:a2:00:40:a8:2a:b2!,00000000-00000000-00409DFF-FF457D17,,,1,Pharmacology,2013-10-28T14:30:00-04:00,Tina Scardochio,Light,,"Very minimal use, usually for transfer, once every 2 weeks (use to be used more and will be used more towards end of year)","3 operators 1 PI, quite responsive. Hood is very minimally used- atually angry at it becuase it vibrates and messes w other equipment"
mcintyre-1321-1,22366,155_HOTTE_ROOM1321,McIntyre,155,1321,1,Dr. Almazan,Commitment,GradSocial,00:13:a2:00:40:a8:2f:0c!,00000000-00000000-00409DFF-FF457D17,,,1,Pharmacology,2013-10-29T11:00:00-04:00,Tina Scardochio,Light,,Used for experiments (1-2 hrs) but only 2-3 times/week,
mcintyre-710-1,22367,155_HOTTE_ROOM710,McIntyre,155,710,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-712-1,22369,155_HOTTE_ROOM712,McIntyre,155,712,1,,NoWorkshop,Control,,,,,,,,,,,,"large group- Dr. Hales lab, very receptive 8/10 operators present. only issue is some people from the upstairs dr. Hales labs (1307 + 1312) use the hood in 110 and they have electronic screens + grad social "
mcintyre-110-1,22370,155_HOTTE_ROOM110,McIntyre,155,110,1,Dr. Hales,Incentive,GradShock,,,,,1,Pharmacology,2013-11-04T10:30:00-05:00,Dr. Hales,Heavy,,"Used every day, 1-2 hrs day","Trang + 3 operators present out of 12 total. Were receptive to competition but its a problem that not all colleagues were there. emphasized that it is teamwork based competition, left extra forms for others. Some hoods are shared with Dr. Hales in 110- they have same grad shock + incentive workshop so it's ok"
mcintyre-115-1,22371,155_HOTTE1_ROOM115,McIntyre,155,115,1,Dr. Robaire,Incentive,GradShock,,,,,2,Pharmacology,2013-10-31T10:00:00-04:00,Trang Luu,Heavy,,Used every day for 5-8 hrs,"Trang + 3 operators present out of 12 total. Were receptive to competition but its a problem that not all colleagues were there. emphasized that it is teamwork based competition, left extra forms for others. Some hoods are shared with Dr. Hales in 110- they have same grad shock + incentive workshop so it's ok"
mcintyre-115-2,22372,155_HOTTE2_ROOM115,McIntyre,155,115,2,Dr. Robaire,Incentive,GradShock,,,,,2,Pharmacology,2013-10-31T10:00:00-04:00,Trang Luu,Heavy,,Used every day for 5-8 hrs,"Trang + 3 operators present out of 12 total. Were receptive to competition but its a problem that not all colleagues were there. emphasized that it is teamwork based competition, left extra forms for others. Some hoods are shared with Dr. Hales in 110- they have same grad shock + incentive workshop so it's ok"
mcintyre-116-1,22373,155_HOTTE_ROOM116,McIntyre,155,116,1,Dr. Robaire,Incentive,GradShock,,,,,1,Pharmacology,2013-10-31T10:00:00-04:00,Trang Luu,Light,,Fume hood not in use,"1/1 attendee joined Dr. Hales workshop in 110, went fine"
mcintyre-119-1,22374,155_HOTTE_ROOM119,McIntyre,155,119,1,Dr. Tanny,Incentive,GradShock,,,,,1,Pharmacology,2013-11-04T10:30:00-05:00,Johanne Ouellette,Light,,,
mcintyre-1131-1,22375,155_HOTTE_ROOM1131,McIntyre,155,1131,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-705-1,22376,155_HOTTE_ROOM705,McIntyre,155,705,1,,NoWorkshop,Control,,,,,,,,,,,,Domenic was curious about the experiment. Told him about the variations in workshop + prompt type. Three labs use this one fume hood
mcintyre-707-1,22377,155_HOTTE_ROOM707,McIntyre,155,707,1,Dr. Zannis-Hadjopoulos,NoWorkshop,GradShock,,,,,1,Biochemistry,2013-10-28T11:30:00-04:00,Domenic Di Paola,Light,,,
mcintyre-708-1,22378,155_HOTTE_ROOM708,McIntyre,155,708,1,Dr. Beauchemin,NoWorkshop,GradShock,,,,,1,Biochemistry,2013-11-04T10:00:00-05:00,Albert Berghuis,Light,,very easy sticker install,
mcintyre-713-1,22379,155_HOTTE_ROOM713,McIntyre,155,713,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1240-1,22380,155_HOTTE_ROOM1240,McIntyre,155,1240,1,,NoWorkshop,Control,,,,,,,,,,,,"Small lab- one researcher + assitant. Extremely negative reaction. Skeptical of experiment, wanted to know under what authority we were doing this experiment. Wife is very sick. Wanted to be put in touch w Jerome"
mcintyre-1213-1,22381,155_HOTTE_ROOM1213,McIntyre,155,1213,1,Dr. Bennett,Commitment,GradShock,,,,,1,Physiology,2013-10-28T11:00:00-04:00,?,Light,,,
mcintyre-1218-1,22382,155_HOTTE_ROOM1218,McIntyre,155,1218,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1119-1,22383,155_HOTTE_ROOM1119,McIntyre,155,1119,1,Dr. Glass,NoWorkshop,Control,,,,,1,Physiology,,,Light,equipment broken,,
mcintyre-1115-1,22384,155_HOTTE_ROOM1115,McIntyre,155,1115,1,Dr. Stochaj,NoWorkshop,Control,,,,,1,Physiology,,?,Light,,,
mcintyre-1227-1,22385,155_HOTTE_ROOM1227,McIntyre,155,1227,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1230-1,22386,155_HOTTE_ROOM1230,McIntyre,155,1230,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1253-1,22387,155_HOTTE_ROOM1253,McIntyre,155,1253,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1106-1,22388,155_HOTTE_ROOM1106,McIntyre,155,1106,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1220A-1,22389,155_HOTTE_ROOM1220A,McIntyre,155,1220A,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1221-1,22390,155_HOTTE_ROOM1221,McIntyre,155,1221,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1122-1,22391,155_HOTTE_ROOM1122,McIntyre,155,1122,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1227-2,22392,155_HOTTE_ROOM1227_CAGE,McIntyre,155,1227,2,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1239-1,22393,155_HOTTE_ROOM1239,McIntyre,155,1239,1,,NoWorkshop,Control,,,,,,,,,,,,
mcintyre-1218-2,22394,155_HOTTE_ROOM1218_CAGE,McIntyre,155,1218,2,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-200-1,139002,119VV1003W205,Otto Maass,119,205,1,,,Control,,,,,,,,,,,,
ottomaass-200-2,139003,119VV2003W205,Otto Maass,119,205,2,,,Control,,,,,,,,,,,,
ottomaass-200-3,139004,119VV3003W205,Otto Maass,119,205,3,,,Control,,,,,,,,,,,,
ottomaass-200-4,139005,119VV4003W205,Otto Maass,119,205,4,,,Control,,,,,,,,,,,,
ottomaass-200-5,139006,119VV5003W205,Otto Maass,119,205,5,,,Control,,,,,,,,,,,,
ottomaass-200-6,139007,119VV7003W205,Otto Maass,119,205,6,,,Control,,,,,,,,,,,,
ottomaass-200-7,139008,119VV8003W205,Otto Maass,119,205,7,,,Control,,,,,,,,,,,,
ottomaass-300-1,139014,119VV20003W301_2,Otto Maass,119,301,1,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:93!,00000000-00000000-00409DFF-FF70E6D2,481,482,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,Otto 300 is split into 2 groups - we ran the workshop two times. The question remains if we should monitor them as two seperate 'teams' in the insentive based groups? All of the hoods in the lab are used much more regularly than many of the hoods we have seen in McIntyre. 
ottomaass-300-2,139015,119VV19003W301_2,Otto Maass,119,301,2,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:9a!,00000000-00000000-00409DFF-FF70E6D2,483,484,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,"Otto 300 Group 1 - Contact: Jonathan Hughes - 9 Hoods, 11 Users - Hood #'s: 15 (2 users, 2 sashes), 14, 13, 12, 11, 10 (2 users, 2 sashes), 9, 8, 6 // Group was quite responsive, all 9 users were present. Some hoods had their electrical outlets slightly farther than usual, was tight to install the leads for the screens. Two hoods in the room have two sashes and two separate user stations."
ottomaass-300-3,139016,119VV18003W301_2,Otto Maass,119,301,3,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:97!,00000000-00000000-00409DFF-FF70E6D2,485,486,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,"Otto 300 Group 2 - Contact: Youla Tsantrizos - 6 Hoods, 8 Users - Hood #'s: 1, 2, 3, 4, 5 (2 users, 2 sashes), 7 (2 users, 2 sashes) // Only 4 of 8 users were present during our workshop, one more joined after during installation. They seemed quite responsive. Youla Tsantrizos was not present, however Marc spoke to her. The present users were not as responsive as the previous group, though they were fewer."
ottomaass-300-4,139017,119VV17003W301_2,Otto Maass,119,301,4,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:6f!,00000000-00000000-00409DFF-FF70E6D2,487,488,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-5,139018,119VV16003W301_2,Otto Maass,119,301,5,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:73!,00000000-00000000-00409DFF-FF70E6D2,489,490,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-6,139019,119VV13003W301_2,Otto Maass,119,301,6,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:98!,00000000-00000000-00409DFF-FF70E6D2,491,492,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-7,139020,119VV12003W301_2,Otto Maass,119,301,7,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:a6!,00000000-00000000-00409DFF-FF70E6D2,493,494,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-8,139026,119VV2003W301_1,Otto Maass,119,301,8,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:63!,00000000-00000000-00409DFF-FF70E6D2,495,496,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-9,139027,119VV3003W301_1,Otto Maass,119,301,9,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2a:c7!,00000000-00000000-00409DFF-FF70E6D2,497,498,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-10,139028,119VV4003W301_1,Otto Maass,119,301,10,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:ae!,00000000-00000000-00409DFF-FF70E6D2,499,500,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-11,139029,119VV5003W301_1,Otto Maass,119,301,11,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:89!,00000000-00000000-00409DFF-FF70E6D2,503,504,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-12,139030,119VV6003W301_1,Otto Maass,119,301,12,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:e6!,00000000-00000000-00409DFF-FF70E6D2,505,506,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-13,139031,119VV7003W301_1,Otto Maass,119,301,13,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2f:78!,00000000-00000000-00409DFF-FF70E6D2,507,508,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-14,139032,119VV9003W301_1,Otto Maass,119,301,14,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:2a:e2!,00000000-00000000-00409DFF-FF70E6D2,509,510,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-300-15,139033,119VV10003W301_1,Otto Maass,119,301,15,Gleason/Tsantrizos,Incentive,GradSocial,00:13:a2:00:40:a8:40:a8!,00000000-00000000-00409DFF-FF70E6D2,511,512,15,Chemistry,2013-11-06T10:00:00-05:00,Bruce Lennox,Heavy,hood mismatch,Used for all lab work; contact is Jonathan Hughes,
ottomaass-001-1,139046,119-W1-003-W001,Otto Maass,119,1,1,,,Control,,,,,,,,,,,,
ottomaass-001-2,139047,119-W2-003-W001,Otto Maass,119,1,2,,,Control,,,,,,,,,,,,
ottomaass-001-3,139048,119-W3-003-W001,Otto Maass,119,1,3,,,Control,,,,,,,,,,,,
ottomaass-001-4,139049,119-W4-003-W001,Otto Maass,119,1,4,,,Control,,,,,,,,,,,,
ottomaass-001-5,139050,119-W5-003-W001,Otto Maass,119,1,5,,,Control,,,,,,,,,,,,
ottomaass-001-6,139051,119-W6-003-W001,Otto Maass,119,1,6,,,Control,,,,,,,,,,,,
ottomaass-001-7,139052,119-W8-003-W001,Otto Maass,119,1,7,,,Control,,,,,,,,,,,,
ottomaass-001-8,139053,119-W10-003-W001,Otto Maass,119,1,8,,,Control,,,,,,,,,,,,
ottomaass-001-9,139058,119-W11-003-W001,Otto Maass,119,1,9,,,Control,,,,,,,,,,,,
ottomaass-001-10,139059,119-W14-003-W001,Otto Maass,119,1,10,,,Control,,,,,,,,,,,,
ottomaass-001-11,139060,119-W16-003-W001,Otto Maass,119,1,11,,,Control,,,,,,,,,,,,
ottomaass-001-12,139061,119-W19-003-W001,Otto Maass,119,1,12,,,Control,,,,,,,,,,,,
ottomaass-001-13,139062,119-W20-003-W001,Otto Maass,119,1,13,,,Control,,,,,,,,,,,,
ottomaass-001-14,139063,119-W22-003-W001,Otto Maass,119,1,14,,,Control,,,,,,,,,,,,
ottomaass-004-1,139068,119-W1-003-W004,Otto Maass,119,4,1,,,Control,,,,,,,,,,,,
ottomaass-100-1,139072,119-W1-003-W100,Otto Maass,119,100,1,Teaching,NoWorkshop,UgradShock,,,451,502,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-2,139073,119-W2-003-W100,Otto Maass,119,100,2,Teaching,NoWorkshop,UgradShock,,,453,454,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-3,139074,119-W3-003-W100,Otto Maass,119,100,3,Teaching,NoWorkshop,UgradShock,,,455,456,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-4,139075,119-W5-003-W100,Otto Maass,119,100,4,Teaching,NoWorkshop,UgradShock,,,457,458,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-5,139076,119-W7-003-W100,Otto Maass,119,100,5,Teaching,NoWorkshop,UgradShock,,,459,460,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-6,139077,119-VV8-003-W100,Otto Maass,119,100,6,Teaching,NoWorkshop,UgradShock,,,461,462,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-7,139078,119-VV4-003-W100,Otto Maass,119,100,7,Teaching,NoWorkshop,UgradShock,,,463,464,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
